timestamp,x_px,y_px
11342.005961051002,149.50910635033594,230.9880868710258
11342.970934072,150.61784668184822,231.72098588658014
11343.330434228,151.9336395646542,233.74097219930417
11343.576408135,152.49594109829775,236.06260439853642
11343.916988135,153.49009707802873,237.60736798061635
11344.162961208,154.7237827640089,238.4984459304859
11344.522462458,156.31103643954054,239.58520634402663
11344.749515374,158.95839727264968,240.3799238667059
11345.052252614,161.74664763529802,240.32239823180203
11345.336068812,164.09647907366633,240.76129793751394
11345.638806156,165.27282409105322,240.58347432231892
11345.903700531,166.246307989517,239.85807629372522
11346.244280947,168.2254113914429,241.46682476592505
11346.490255114,169.99372535164787,244.7855157055635
11346.83083402,171.74341151324086,248.62504064187945
11347.038965999,174.19367473984192,253.50858063151145
11347.360624697,176.96092770619452,258.8941027826779
11347.644441156,179.53946232336213,262.9737055806531
11347.966099906002,181.76186608217682,266.115830886214
11348.193153187,184.97724695966008,268.2824104157605
11348.514812718,188.52300445037827,268.8144262482719
11348.760787145,189.89438692864235,268.7010729042331
11349.101366312,191.19385341132408,270.520855954204
11349.34734152,193.44955105471752,274.5077220702499
11349.669000426,195.7211511072215,280.7978285978449
11349.89605376,198.3663003420773,287.7833001374746
11350.236633031,203.45170758458227,293.0776370520717
11350.482608291,213.00626015763993,297.4705498887475
11350.785346156,220.81606656899987,301.2789344408301
11351.050240999,223.26241311239266,305.51926809345036
11351.371900062,224.14463782425537,309.4044007563727
11351.617875374,224.68258496267123,311.46845611502386
11351.99629777,224.7835282899204,312.41863980870926
11352.185508187,225.5395483756998,313.68821589665333
11352.563930635,225.84869868685576,311.6827062888174
11352.790984124,225.2605400790619,308.9394687803736
11353.112643343,225.64061407620426,309.37950311274767
11353.396460218,227.30675353196727,309.7893204622403
11353.737041364,231.59177595037164,310.44229463170257
11353.964094906,240.33274980155198,311.9169428956318
11354.323595687,250.04837493948756,313.0064854062931
11354.550649281,256.33765509786133,313.7584720495788
11354.910150791,259.5033561385807,314.33130973708376
11355.137204385,263.3817053379796,314.8691231734331
11355.45886376,267.78264800771467,315.32785615747804
11355.761601989,268.1372872977564,312.05795154228383
11356.102183343,266.3774813704579,308.2412707945704
11356.329237041,265.5556311508259,307.59231011389954
11356.688738812,265.4179918344409,307.75878690499064
11356.95363402,266.98811039603186,309.3865299891301
11357.294215531,269.5502841544587,311.3506897415506
11357.540190478,272.1378289710476,311.52005723659636
11357.880770426,274.449594623293,311.87840946317317
11358.126746208,273.8719551129967,309.9942333951003
11358.467326156,272.91884634878204,307.8983029286175
11358.71330126,274.02273817524804,309.0126438800424
11359.034961728,278.6547335356106,308.26395871807574
11359.299857145,288.74642926432784,305.8777326083726
11359.640438916002,296.86894275366944,306.0490313963985
11359.886414072002,301.13013525417216,308.94838499245515
11360.491891572,304.53400812861844,311.1014349698311
11360.851393968002,306.40834422347694,312.0713620019425
11361.097369281,308.2310397869394,312.8507904734622
11362.119113059,309.17504915333234,313.43526653958895
11362.932724674,307.75232914043426,313.876432467319
11363.235464049,304.85556882935384,314.14186725563263
11363.613888267,302.01508528356203,314.2119938133262
11363.840942851,299.2409417379224,314.32969316225393
11364.16260358,295.93091235568437,314.42358225153964
11364.408580195,292.2382667942363,314.4554005012131
11364.76808259,289.2822127467837,314.17074684804163
11364.995137278,289.1868195943057,311.104826159454
11365.33572009,289.2060687472895,308.28479965243207
11365.581695195,286.6394846970448,308.19852309137934
11365.941199361,280.6573383413909,308.640681450461
11366.168254153,271.19888382189663,308.8855921394559
11366.47099384,262.78179491870503,308.59269269619017
11366.75481233,256.71091771402973,308.8593133474709
11367.07647332,252.44641348580467,309.5605945056104
11367.322448528,248.95798940025674,310.27704619021245
11367.644109622,245.71597474527,310.84597366734215
11367.890086497,242.46081642182224,311.3252488836032
11368.249589257,239.4007429232338,311.7868908303017
11368.476644153,237.59332807271505,311.96941202204687
11369.082123892,236.80375546783978,312.10974191037224
11369.498391965,236.35096919794853,312.1079618157562
11370.898563424,235.5915524032498,312.13329198820924
11371.106697122,236.0112327008968,312.78647939564615
11371.276988424,238.03445315601027,313.7377600323913
11371.731098476,240.42570228269,314.2468644986766
11372.014917226,241.96276276835374,311.484759661094
11372.336578528,242.75510905596295,308.42499678731315
11372.601476861,244.14738610133904,308.54698874209055
11372.979901965,245.74505022073424,308.9961119511055
11373.244798788,246.98860028466652,309.7197840906774
11373.52861759,247.79562069350715,310.7888125176052
11373.831357747,247.5737867767035,312.01167528894814
11374.380074309,246.762375308103,313.0073750291582
11374.720657747,246.5839373725588,310.9113814591457
11375.004476705,247.04606846012257,308.0768481955604
11375.288294882,248.34831331883998,308.04775116575127
11375.59103509,250.0977520117889,308.7195406653577
11375.931618632,252.27408929368582,308.9857120159082
11376.177594257,256.0761474844711,309.39331897715505
11376.669548007,259.8153039855881,309.8035790975697
11377.142579726,263.97229992787504,309.82807679473615
11377.369634934,267.61914259452624,310.78550685924006
11377.672375299,269.41671999165044,312.21550067109376
11377.918350976,269.6217188046849,312.85716324037855
11378.296776445,268.52485923861997,313.30407726416854
11378.542753059,267.3552892158419,310.5075164368676
11379.072548736,266.5967563398917,307.59112050337
11379.507738059,266.7744442657167,307.52513736215576
11379.753714726,266.9039368078851,307.73110080532376
11380.226747486,266.8774140416875,308.45778434355674
11380.718699986,267.4639237119408,309.43710735393057
11381.267417226,268.47865501543305,310.99566045766534
11381.532315976,268.7243933520225,312.79932017099986
11381.891820403,267.54538813882516,314.04079645432535
11382.137797174,265.6545657287367,311.80103451880666
11382.47837957,264.60459663134645,309.34125141363114
11382.743278372,264.931070929666,310.2777114852289
11383.064939517,265.745487817632,311.74065621828083
11383.310916392,264.67472264165053,312.8035485092672
11383.61365707,261.663370712949,312.00949491650556
11383.878555976,257.664539563753,311.18935018620016
11384.27590233,255.60260226551344,312.78799813392527
11384.521879257,255.63818886830703,310.89248006869434
11384.84354207,255.61505138791966,307.75246689653704
11385.108439465,255.60278755192604,307.91924455014663
11385.467944986,255.30123844420632,308.83322679244543
11385.713921132,255.83200762836657,310.40446510786
11386.016661965,256.0861865807342,312.10242527605817
11386.319402851,251.19184726251828,314.18818043769875
11386.64106509,246.9170230960996,312.49667695643643
11386.924884622,247.23095535284057,309.6705048127495
11387.227625559,248.36605486072554,309.82374547175107
11387.511446028,249.83972871391092,310.26182382754206
11387.852028892,247.6719558308933,310.87241472375774
11388.079084622,247.99192333080097,311.192398476852
11388.287218997,251.18547203143743,312.2232281605306
11388.457510872,251.73109942709573,313.840069371863
11389.062992955,251.83043510537476,311.50699306931784
