method_key,method,section,kind,file,route,group,seed,has_ground_truth,steps,extinctions,final_x,final_y,trajectory,rmse_m,mean_error_m,max_error_m,excluded_points,held_end_points
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,777.0,False,79,0.0,633.0,111.8,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,2024.0,False,79,0.0,640.2,108.9,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,1.0,False,76,0.0,676.2,123.1,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,7.0,False,76,0.0,676.0,121.3,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,42.0,False,76,0.0,658.9,122.6,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,100.0,False,76,0.0,680.5,121.0,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,777.0,False,76,0.0,674.2,120.8,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,2024.0,False,76,0.0,667.1,123.3,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_mh_bl\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,1.0,False,105,5.0,36.7,236.5,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-1\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-1.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,7.0,False,105,5.0,38.1,236.4,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-7\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-7.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,42.0,False,105,5.0,33.6,239.0,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-42\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-42.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,100.0,False,105,6.0,32.9,238.5,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-100\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-100.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,777.0,False,105,5.0,34.5,238.8,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-777\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,2024.0,False,105,5.0,36.4,236.3,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-2024\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,1.0,False,79,2.0,624.4,109.2,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-1\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-1.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,7.0,False,79,2.0,642.0,106.0,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-7\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-7.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,42.0,False,79,2.0,605.8,107.3,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-42\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-42.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,100.0,False,79,3.0,640.1,107.1,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-100\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-100.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,777.0,False,79,2.0,615.7,109.9,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,2024.0,False,79,2.0,604.0,106.9,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,1.0,False,76,0.0,652.1,114.3,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,7.0,False,76,0.0,660.4,114.0,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,42.0,False,76,0.0,638.2,113.6,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,100.0,False,76,2.0,650.6,115.5,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,777.0,False,76,0.0,670.4,114.8,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,2024.0,False,76,0.0,651.2,113.6,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1438.csv,,h0,1.0,False,105,14.0,402.8,107.1,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-1\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-1.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1438.csv,,h0,7.0,False,105,13.0,401.1,106.5,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-7\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-7.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1438.csv,,h0,42.0,False,105,13.0,402.3,106.7,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-42\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-42.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1438.csv,,h0,100.0,False,105,14.0,400.1,108.7,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-100\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-100.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1438.csv,,h0,777.0,False,105,13.0,397.9,104.8,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-777\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1438.csv,,h0,2024.0,False,105,14.0,400.2,109.6,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-2024\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1441.csv,,h0,1.0,False,79,6.0,505.1,110.0,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-1\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-1.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1441.csv,,h0,7.0,False,79,7.0,502.6,107.7,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-7\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-7.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1441.csv,,h0,42.0,False,79,7.0,522.2,109.7,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-42\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-42.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1441.csv,,h0,100.0,False,79,7.0,513.4,109.1,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-100\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-100.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1441.csv,,h0,777.0,False,79,7.0,512.8,108.9,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1441.csv,,h0,2024.0,False,79,6.0,513.9,108.9,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1442.csv,,h0,1.0,False,76,5.0,581.5,108.0,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1442.csv,,h0,7.0,False,76,4.0,591.9,109.3,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1442.csv,,h0,42.0,False,76,4.0,597.3,109.7,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1442.csv,,h0,100.0,False,76,4.0,623.4,107.6,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1442.csv,,h0,777.0,False,76,4.0,617.2,109.3,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,,
E_rooms_centerline,提案方式+広い部屋の除外+中心線,,variant,pdr_log_0805_1442.csv,,h0,2024.0,False,76,4.0,576.9,109.1,C:\Users\satos\i22satou\pdr_program\results\20260924_120622_evaluation_0805check_recovery\runs\E_rooms_centerline\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,,
