timestamp,x_px,y_px
11409.762998267,149.62896143842195,230.69689613916668
11410.463089413,151.04301501147708,230.545235320656
11410.84151759,156.9335645900441,229.16877663875525
11411.617295767,164.37422017341868,227.46680215158486
11411.957882174,172.9582645192857,226.06276114983658
11412.752581497,182.47850952523174,224.6574099820824
11413.093168111,192.0287165189714,223.60338033880385
11413.906790142,200.79531963509066,223.91477611391025
11414.247375351,208.93198752018301,226.06822710474432
11415.023154934,217.0425830817442,228.71659376811482
11415.382662538,224.27005326586905,231.30482528296668
11416.158442382,233.65078395655377,233.7770897325206
11416.51795009,244.42855266449715,235.72570600882096
11417.312652486,255.29610642170513,236.9503010541858
11417.880295663,264.3914716863045,237.57555964405907
11418.46686207,273.93570689791267,237.5938907034601
11418.807447799,285.24412029799066,237.51074678662553
11419.583228945,294.75472133353173,237.7837773133271
11420.188716184,303.5588148323758,238.1206329250869
11420.737439049,313.34379600260297,238.54186342158565
11421.078024934,323.8102790511091,238.86452620380203
11421.891648141,332.8323759697213,238.7826034026892
11422.232235693,339.96066689144345,238.66548452062017
11423.064781162,349.0623560538383,238.84463988037132
11423.651346631,359.30708341984837,238.83113919527105
11424.237912933,368.378426112062,238.5443526096148
11424.635264391,378.0139143562019,238.13464883812114
11425.221830797002,386.2015048986144,237.40130081114714
11425.846240433,393.9519993273066,237.19705435905314
11426.697708974,400.1817273577708,237.36936077602206
11427.076139131,407.14591920164276,236.88115134861027
11427.700549026,413.5273203633942,234.93722414299836
11428.306037464,414.6184728554265,228.93390466908488
11428.684467829,415.35309235143404,219.78535379059022
11429.517014704,416.65401799341146,210.9093455637149
11429.85760137,418.22617093779274,200.9371713360123
11430.690148506,419.54640499842327,190.95876387045334
11431.276715849,420.42133260796334,183.47603301344475
11431.882204912,420.83551313841997,176.59612997497055
11432.222793349,421.5014040576962,168.01517937276355
11433.055341006,422.88996006938623,159.42082050655603
11433.641908037,424.28449473899707,153.92048463182408
11434.20955512,425.1013399349838,150.80362118400194
11434.644750745,425.4135820517052,146.24963183799602
11435.363768818,425.507368532339,140.81823117534918
11436.442297464,426.0115895421284,134.59119064047178
11436.934258766,426.53913827637086,130.84753708693393
11437.766807516,427.4267620801349,132.58726402163978
11438.37229762,429.4851280707435,137.3898025828526
11439.034552568,435.30891618351166,141.4650520276232
11439.942788089,447.10592055308257,142.16784652035324
11440.340141214,453.1447681652527,136.91831607365475
11441.153769131,451.51552566437294,131.1911625874326
11441.532200797,456.4130082994319,131.96635526823417
11442.345828193002,463.8488111817511,134.02562860676983
11442.743182308,469.92003215688567,135.23890669773607
11443.556810016,474.31715611706096,135.61583849296946
11443.954164235,479.6413193086396,134.87591415248056
11444.786714547,490.65002058117693,128.6068137076287
11445.146224183,502.4074672953917,122.68602532286793
11445.978774756,512.7126391710364,122.21715659907551
11446.376129287,521.4608564703185,122.1419918842109
11447.189757724002,529.6838449394015,122.28265692876803
11447.530347516,539.3626535129291,122.16854894482867
11448.343976995,549.8536792463266,122.09362942081103
11448.703486995,560.3458086849457,122.21178324007802
11449.536038349,570.8875579531377,122.94508593331363
11449.876628349,581.4066361457164,122.88090027194002
11450.463198818,592.3864457636284,121.84992568310992
11451.068690954,603.0611908130884,121.16796235922388
11451.882320433,609.8012263379918,120.76586002911708
11452.241831474,614.5146452778383,120.41891155374499
11452.847323922,620.9857065410854,119.86469860702866
11453.490660589,628.0003369832123,118.88607252406445
11454.24752637,633.1030537686743,117.98821731361217
11454.815174912,638.2456856678781,117.22667517498176
