# sensitivity_uncertainty_particles.py の出力(本番、6シード)。不確実性適応粒子数の4パラメータのOFAT感度分析、15パラメータ組×seed={1,7,42,100,777,2024}×3ファイル=270行。結論: いずれの軸もベースライン(0.30/0.60/1.5/0.75)を明確に上回らず、初期値は妥当と確認(memo/uncertainty_particles.md、CLAUDE_MEMO.txt §8.2参照)。
combo,seed,file,neff_low_ratio,neff_high_ratio,boost_factor,shrink_factor,steps,extinctions,valid_ratio,route_ratio,neff_mean,pos_spread_mean,final_x,final_y,endpoint_error_x
boost_factor=1.2,42,pdr_log_0805_1441.csv,0.3,0.6,1.2,0.75,143,21,0.238,0.409,111.7,60.6,348.1,223.5,451.9
boost_factor=1.2,42,pdr_log_0805_1442.csv,0.3,0.6,1.2,0.75,131,3,0.691,0.772,275.3,117.5,736.0,123.2,64.0
boost_factor=1.2,100,pdr_log_0805_1438.csv,0.3,0.6,1.2,0.75,197,24,0.376,0.615,184.7,69.2,302.9,238.7,497.1
boost_factor=1.2,100,pdr_log_0805_1441.csv,0.3,0.6,1.2,0.75,143,20,0.263,0.426,120.7,58.5,217.2,222.1,582.8
boost_factor=1.2,100,pdr_log_0805_1442.csv,0.3,0.6,1.2,0.75,131,2,0.674,0.751,268.5,63.0,730.7,114.4,69.29999999999995
boost_factor=1.2,777,pdr_log_0805_1438.csv,0.3,0.6,1.2,0.75,197,23,0.377,0.62,186.7,51.9,309.8,235.3,490.2
boost_factor=1.2,777,pdr_log_0805_1441.csv,0.3,0.6,1.2,0.75,143,21,0.25,0.42,118.7,51.9,278.1,224.2,521.9
boost_factor=1.2,777,pdr_log_0805_1442.csv,0.3,0.6,1.2,0.75,131,2,0.674,0.762,273.5,60.8,731.9,117.4,68.10000000000002
boost_factor=1.2,2024,pdr_log_0805_1438.csv,0.3,0.6,1.2,0.75,197,23,0.389,0.632,193.0,70.0,284.7,241.1,515.3
boost_factor=1.2,2024,pdr_log_0805_1441.csv,0.3,0.6,1.2,0.75,143,21,0.268,0.432,123.9,58.2,295.9,225.5,504.1
boost_factor=1.2,2024,pdr_log_0805_1442.csv,0.3,0.6,1.2,0.75,131,2,0.651,0.747,265.4,46.4,730.7,118.8,69.29999999999995
boost_factor=1.75,1,pdr_log_0805_1438.csv,0.3,0.6,1.75,0.75,197,23,0.373,0.626,211.5,52.1,246.7,237.1,553.3
boost_factor=1.75,1,pdr_log_0805_1441.csv,0.3,0.6,1.75,0.75,143,21,0.256,0.428,145.5,54.5,311.3,222.4,488.7
boost_factor=1.75,1,pdr_log_0805_1442.csv,0.3,0.6,1.75,0.75,131,3,0.657,0.734,277.5,97.4,736.8,121.9,63.200000000000045
boost_factor=1.75,7,pdr_log_0805_1438.csv,0.3,0.6,1.75,0.75,197,22,0.368,0.623,208.5,50.3,341.6,238.4,458.4
boost_factor=1.75,7,pdr_log_0805_1441.csv,0.3,0.6,1.75,0.75,143,18,0.311,0.46,160.6,45.2,490.0,106.0,310.0
boost_factor=1.75,7,pdr_log_0805_1442.csv,0.3,0.6,1.75,0.75,131,2,0.677,0.76,294.3,55.4,731.5,114.4,68.5
boost_factor=1.75,42,pdr_log_0805_1438.csv,0.3,0.6,1.75,0.75,197,23,0.364,0.615,205.3,58.9,317.0,238.9,483.0
boost_factor=1.75,42,pdr_log_0805_1441.csv,0.3,0.6,1.75,0.75,143,19,0.237,0.396,133.9,55.8,282.6,222.6,517.4
boost_factor=1.75,42,pdr_log_0805_1442.csv,0.3,0.6,1.75,0.75,131,3,0.689,0.763,284.9,79.5,739.0,114.8,61.0
boost_factor=1.75,100,pdr_log_0805_1438.csv,0.3,0.6,1.75,0.75,197,22,0.373,0.623,209.4,63.0,392.7,236.1,407.3
boost_factor=1.75,100,pdr_log_0805_1441.csv,0.3,0.6,1.75,0.75,143,19,0.242,0.4,132.6,51.8,295.8,223.3,504.2
boost_factor=1.75,100,pdr_log_0805_1442.csv,0.3,0.6,1.75,0.75,131,2,0.661,0.753,286.0,44.3,736.5,114.1,63.5
boost_factor=1.75,777,pdr_log_0805_1438.csv,0.3,0.6,1.75,0.75,197,21,0.364,0.617,205.6,65.0,347.9,240.2,452.1
boost_factor=1.75,777,pdr_log_0805_1441.csv,0.3,0.6,1.75,0.75,143,20,0.251,0.42,141.9,64.3,250.6,223.7,549.4
boost_factor=1.75,777,pdr_log_0805_1442.csv,0.3,0.6,1.75,0.75,131,2,0.675,0.761,282.7,63.5,733.0,116.8,67.0
boost_factor=1.75,2024,pdr_log_0805_1438.csv,0.3,0.6,1.75,0.75,197,23,0.369,0.609,206.5,49.9,354.9,238.3,445.1
boost_factor=1.75,2024,pdr_log_0805_1441.csv,0.3,0.6,1.75,0.75,143,19,0.238,0.402,132.3,51.8,286.8,223.7,513.2
boost_factor=1.75,2024,pdr_log_0805_1442.csv,0.3,0.6,1.75,0.75,131,2,0.658,0.751,280.9,51.4,729.5,120.0,70.5
boost_factor=2.0,1,pdr_log_0805_1438.csv,0.3,0.6,2.0,0.75,197,22,0.358,0.596,217.2,53.0,294.6,239.0,505.4
boost_factor=2.0,1,pdr_log_0805_1441.csv,0.3,0.6,2.0,0.75,143,21,0.247,0.404,148.4,60.1,274.4,223.6,525.6
boost_factor=2.0,1,pdr_log_0805_1442.csv,0.3,0.6,2.0,0.75,131,2,0.673,0.754,296.3,66.5,736.3,115.3,63.700000000000045
boost_factor=2.0,7,pdr_log_0805_1438.csv,0.3,0.6,2.0,0.75,197,22,0.37,0.614,221.3,60.1,321.9,237.4,478.1
boost_factor=2.0,7,pdr_log_0805_1441.csv,0.3,0.6,2.0,0.75,143,20,0.244,0.405,148.5,58.5,303.2,223.9,496.8
boost_factor=2.0,7,pdr_log_0805_1442.csv,0.3,0.6,2.0,0.75,131,2,0.685,0.767,297.0,58.3,733.7,115.7,66.29999999999995
boost_factor=2.0,42,pdr_log_0805_1438.csv,0.3,0.6,2.0,0.75,197,22,0.372,0.613,219.4,66.4,405.3,240.4,394.7
boost_factor=2.0,42,pdr_log_0805_1441.csv,0.3,0.6,2.0,0.75,143,19,0.242,0.397,142.7,52.6,294.4,223.3,505.6
boost_factor=2.0,42,pdr_log_0805_1442.csv,0.3,0.6,2.0,0.75,131,2,0.671,0.756,292.4,47.7,736.1,114.9,63.89999999999998
boost_factor=2.0,100,pdr_log_0805_1438.csv,0.3,0.6,2.0,0.75,197,24,0.374,0.625,219.2,69.4,348.2,238.6,451.8
boost_factor=2.0,100,pdr_log_0805_1441.csv,0.3,0.6,2.0,0.75,143,18,0.298,0.439,164.4,42.9,478.8,107.5,321.2
boost_factor=2.0,100,pdr_log_0805_1442.csv,0.3,0.6,2.0,0.75,131,2,0.689,0.77,293.6,58.4,730.9,114.2,69.10000000000002
boost_factor=2.0,777,pdr_log_0805_1438.csv,0.3,0.6,2.0,0.75,197,22,0.36,0.622,215.4,48.7,412.6,237.6,387.4
boost_factor=2.0,777,pdr_log_0805_1441.csv,0.3,0.6,2.0,0.75,143,20,0.258,0.423,152.5,58.5,291.3,223.8,508.7
boost_factor=2.0,777,pdr_log_0805_1442.csv,0.3,0.6,2.0,0.75,131,2,0.666,0.751,293.8,58.5,736.9,114.2,63.10000000000002
boost_factor=2.0,2024,pdr_log_0805_1438.csv,0.3,0.6,2.0,0.75,197,23,0.361,0.611,216.8,58.9,345.8,238.6,454.2
boost_factor=2.0,2024,pdr_log_0805_1441.csv,0.3,0.6,2.0,0.75,143,19,0.248,0.412,153.2,56.1,331.4,222.7,468.6
boost_factor=2.0,2024,pdr_log_0805_1442.csv,0.3,0.6,2.0,0.75,131,2,0.664,0.75,292.6,52.2,732.0,115.0,68.0
shrink_factor=0.5,1,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.5,197,22,0.363,0.615,182.5,48.9,309.3,236.8,490.7
shrink_factor=0.5,1,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.5,143,20,0.248,0.424,126.3,55.8,303.6,221.1,496.4
shrink_factor=0.5,1,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.5,131,2,0.698,0.775,231.2,58.8,734.6,115.5,65.39999999999998
shrink_factor=0.5,7,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.5,197,23,0.377,0.622,184.2,66.6,292.0,237.8,508.0
shrink_factor=0.5,7,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.5,143,19,0.238,0.392,120.0,51.6,317.5,222.8,482.5
shrink_factor=0.5,7,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.5,131,3,0.662,0.744,220.9,78.9,732.9,122.8,67.10000000000002
shrink_factor=0.5,42,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.5,197,22,0.361,0.61,178.9,51.7,305.7,238.5,494.3
shrink_factor=0.5,42,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.5,143,20,0.251,0.417,126.9,58.2,235.2,223.2,564.8
shrink_factor=0.5,42,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.5,131,2,0.662,0.749,228.4,27.8,736.0,114.0,64.0
shrink_factor=0.5,100,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.5,197,22,0.386,0.629,187.2,53.9,319.1,240.5,480.9
shrink_factor=0.5,100,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.5,143,20,0.244,0.404,122.9,51.0,323.8,224.8,476.2
shrink_factor=0.5,100,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.5,131,3,0.667,0.752,229.0,80.8,731.8,114.9,68.20000000000005
shrink_factor=0.5,777,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.5,197,23,0.36,0.598,183.1,49.2,351.4,238.8,448.6
shrink_factor=0.5,777,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.5,143,20,0.235,0.39,122.8,54.8,271.7,223.0,528.3
shrink_factor=0.5,777,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.5,131,2,0.682,0.765,232.5,66.5,731.2,114.5,68.79999999999995
shrink_factor=0.5,2024,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.5,197,23,0.39,0.623,183.6,65.3,337.8,240.5,462.2
shrink_factor=0.5,2024,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.5,143,19,0.243,0.401,124.8,50.6,304.4,223.3,495.6
shrink_factor=0.5,2024,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.5,131,2,0.661,0.739,220.5,68.3,731.4,115.5,68.60000000000002
shrink_factor=0.65,1,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.65,197,22,0.385,0.621,193.2,50.3,344.5,236.6,455.5
shrink_factor=0.65,1,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.65,143,21,0.249,0.426,128.2,62.3,299.3,223.1,500.7
shrink_factor=0.65,1,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.65,131,2,0.668,0.748,254.7,70.6,734.9,116.1,65.10000000000002
shrink_factor=0.65,7,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.65,197,22,0.371,0.627,194.5,55.3,268.0,237.2,532.0
shrink_factor=0.65,7,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.65,143,20,0.257,0.42,132.8,56.5,262.6,222.2,537.4
shrink_factor=0.65,7,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.65,131,2,0.69,0.777,258.9,47.1,730.2,117.4,69.79999999999995
shrink_factor=0.65,42,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.65,197,23,0.388,0.624,195.9,69.0,346.6,240.5,453.4
shrink_factor=0.65,42,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.65,143,20,0.242,0.403,124.3,54.7,287.3,223.9,512.7
shrink_factor=0.65,42,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.65,131,2,0.669,0.754,257.0,55.4,733.3,114.4,66.70000000000005
shrink_factor=0.65,100,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.65,197,23,0.372,0.622,190.0,49.7,272.5,237.5,527.5
shrink_factor=0.65,100,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.65,143,20,0.242,0.408,124.4,60.9,273.0,224.3,527.0
shrink_factor=0.65,100,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.65,131,2,0.667,0.752,252.6,52.8,732.9,118.7,67.10000000000002
shrink_factor=0.65,777,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.65,197,23,0.391,0.63,194.5,65.0,278.1,237.7,521.9
shrink_factor=0.65,777,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.65,143,20,0.247,0.41,127.0,53.1,280.9,223.3,519.1
shrink_factor=0.65,777,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.65,131,2,0.677,0.763,254.1,58.2,724.3,120.3,75.70000000000005
shrink_factor=0.65,2024,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.65,197,23,0.365,0.619,193.5,49.8,325.9,238.4,474.1
shrink_factor=0.65,2024,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.65,143,19,0.293,0.459,136.8,47.1,482.2,109.3,317.8
shrink_factor=0.65,2024,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.65,131,2,0.666,0.747,256.2,61.8,733.8,115.0,66.20000000000005
shrink_factor=0.9,1,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.9,197,23,0.367,0.611,205.5,84.6,329.9,238.6,470.1
shrink_factor=0.9,1,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.9,143,19,0.259,0.421,133.0,56.2,292.1,224.5,507.9
shrink_factor=0.9,1,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.9,131,2,0.655,0.747,303.7,58.7,733.1,117.0,66.89999999999998
shrink_factor=0.9,7,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.9,197,22,0.373,0.624,208.8,49.2,331.2,237.2,468.8
shrink_factor=0.9,7,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.9,143,20,0.264,0.429,136.3,55.8,325.4,222.5,474.6
shrink_factor=0.9,7,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.9,131,2,0.648,0.739,303.8,44.4,735.8,115.7,64.20000000000005
shrink_factor=0.9,42,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.9,197,24,0.391,0.629,214.6,65.6,287.2,235.6,512.8
shrink_factor=0.9,42,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.9,143,20,0.262,0.431,137.7,59.0,306.7,222.7,493.3
shrink_factor=0.9,42,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.9,131,2,0.659,0.735,304.7,55.6,732.7,115.6,67.29999999999995
shrink_factor=0.9,100,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.9,197,23,0.377,0.622,209.1,61.4,253.0,235.3,547.0
shrink_factor=0.9,100,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.9,143,20,0.224,0.395,119.1,52.2,351.9,222.0,448.1
shrink_factor=0.9,100,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.9,131,2,0.648,0.74,299.4,48.8,729.2,115.2,70.79999999999995
shrink_factor=0.9,777,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.9,197,23,0.375,0.613,212.6,60.8,314.1,236.9,485.9
shrink_factor=0.9,777,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.9,143,20,0.296,0.446,147.8,59.2,491.2,108.5,308.8
shrink_factor=0.9,777,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.9,131,2,0.661,0.74,304.0,56.6,730.1,117.2,69.89999999999998
shrink_factor=0.9,2024,pdr_log_0805_1438.csv,0.3,0.6,1.5,0.9,197,22,0.367,0.617,203.6,52.7,354.2,241.4,445.8
shrink_factor=0.9,2024,pdr_log_0805_1441.csv,0.3,0.6,1.5,0.9,143,19,0.228,0.397,122.5,52.7,265.8,223.8,534.2
shrink_factor=0.9,2024,pdr_log_0805_1442.csv,0.3,0.6,1.5,0.9,131,2,0.661,0.752,306.9,48.0,731.0,118.3,69.0
