timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,x,y
0.075,0.5455636,0.58983076,10.025329,0.0,0.0,0.0
0.154,0.55513483,0.6041877,10.054043,0.0036650836,0.028098974,-0.00503949
0.174,0.52163535,0.6041877,10.030114,-0.028098974,-0.031764057,-0.04535541
0.195,0.56470615,0.6329016,9.953544,-0.007330167,-0.036650836,-0.04291202
0.215,0.5312066,0.6376872,9.953544,0.01343864,-0.041537613,-0.03436016
0.237,0.56470615,0.61854464,9.910473,0.0219905,-0.039094225,-0.028251685
0.257,0.63170516,0.61854464,9.896116,0.03787253,-0.050089475,-0.016034741
0.279,0.61734825,0.57547385,9.872188,0.025655584,-0.046424393,-0.016034741
0.299,0.6221339,0.5946164,9.867402,0.023212196,-0.05131117,-0.016034741
0.321,0.6412765,0.6376872,9.9344015,0.009773556,-0.070858285,-0.023364907
0.342,0.6652047,0.6329016,9.886545,-0.017103724,-0.06963659,-0.03436016
0.363,0.7322037,0.67118675,9.891331,-0.029320668,-0.05375456,-0.036803547
0.384,0.7082755,0.6472585,9.886545,-0.031764057,-0.041537613,-0.03436016
0.405,0.6891329,0.6329016,9.843474,-0.029320668,-0.029320668,-0.022143213
0.425,0.6556334,0.5802595,9.776475,-0.039094225,-0.02687728,-0.017256435
0.446,0.66999036,0.5371887,9.829117,-0.067193195,-0.04031592,-0.024586603
0.467,0.64606214,0.58504516,10.0061865,-0.1123959,-0.067193195,-0.041690327
0.488,0.70348984,0.5371887,9.977472,-0.16492876,-0.08567133,-0.058794048
0.508,0.80877405,0.5419743,9.857831,-0.17348062,-0.070858285,-0.07711947
0.529,0.8709874,0.56590253,9.910473,-0.15149012,-0.052532863,-0.07956286
0.55,0.80877405,0.5563313,9.876974,-0.14415996,-0.03787253,-0.068567604
0.571,0.76570326,0.52283174,9.891331,-0.12705623,-0.04031592,-0.06001574
0.592,0.7848458,0.465404,9.84826,-0.11361759,-0.0219905,-0.06123744
0.614,0.7848458,0.46061835,9.824331,-0.114839286,-0.0061084726,-0.066124216
0.635,0.7896315,0.40797627,9.762118,-0.1123959,0.0036650836,-0.066124216
0.656,0.8039884,0.3361916,9.709476,-0.10140064,0.042759307,-0.072232686
0.677,0.8422736,0.3074777,9.70469,-0.09407048,0.06474981,-0.082006246
0.699,0.8853444,0.33140594,9.6376915,-0.09162709,0.10140064,-0.09300149
0.72,0.8566305,0.36011982,9.675977,-0.07818845,0.13805148,-0.10155336
0.741,0.83748794,0.3505485,9.714262,-0.06352811,0.1563769,-0.11132691
