timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,x,y
0.101,-0.28235307,4.0881376,9.154342,0.0,0.0,0.0
0.184,-0.2727818,4.054638,9.096913,-0.01099525,0.004886778,-0.009926268
0.204,-0.2440679,4.054638,9.0347,0.031764057,0.028098974,-0.047798797
0.225,-0.2536392,4.0211387,9.001201,0.03298575,0.058641337,-0.06490252
0.247,-0.31585258,4.068995,9.092128,0.035429142,0.0684149,-0.08322794
0.269,-0.3684947,4.092923,9.173484,0.04031592,0.054976255,-0.09300149
0.289,-0.3924229,4.1072803,9.154342,0.042759307,0.043981,-0.097888276
0.31,-0.41635114,4.1838503,9.14477,0.047646087,0.03420745,-0.100331664
0.33,-0.4019942,4.260421,9.173484,0.050089475,0.017103724,-0.08933641
0.35,-0.41635114,4.3178487,9.135199,0.03787253,-0.002443389,-0.06734591
0.371,-0.41156548,4.3322053,9.068199,0.015882028,-0.01343864,-0.044133715
0.392,-0.38763726,4.269992,9.010772,0.0036650836,-0.028098974,-0.035581853
0.412,-0.35413775,4.284349,8.943773,-0.017103724,-0.01343864,-0.035581853
0.433,-0.36370903,4.2795634,8.867203,-0.036650836,0.004886778,-0.033138465
0.454,-0.38285163,4.284349,8.943773,-0.039094225,0.023212196,-0.025808297
0.475,-0.4354937,4.3034916,8.986844,-0.035429142,0.008551862,-0.013591352
0.497,-0.39720857,4.2891345,9.005986,-0.023212196,0.008551862,-0.009926268
0.518,-0.44506502,4.2652063,8.986844,-0.008551862,0.031764057,-0.018478129
0.539,-0.46899325,4.274778,9.101699,-0.0012216945,0.05619795,-0.023364907
0.561,-0.44506502,4.341777,9.096913,0.009773556,0.036650836,-0.017256435
0.582,-0.40677986,4.389633,9.116056,0.01099525,0.017103724,-0.0013744063
0.603,-0.38285163,4.3274198,9.039486,-0.002443389,-0.002443389,0.015729317
0.624,-0.38763726,4.2125645,8.996415,-0.018325418,0.0036650836,0.015729317
0.645,-0.43070808,4.1838503,8.982058,-0.03298575,0.01343864,-0.00503949
0.665,-0.44027936,4.2317066,8.943773,-0.035429142,0.020768806,-0.019699825
0.686,-0.40677986,4.2891345,8.977272,-0.029320668,0.025655584,-0.012369657
0.707,-0.3924229,4.274778,9.010772,-0.025655584,0.017103724,0.010842538
0.728,-0.37328035,4.1982074,8.986844,-0.025655584,0.018325418,0.023059484
0.749,-0.36370903,4.1551366,8.953344,-0.041537613,0.035429142,0.0071774554
0.769,-0.30149564,4.135994,8.919845,-0.041537613,0.04886778,-0.023364907
0.79,-0.3589234,4.2077785,8.919845,-0.03787253,0.061084725,-0.04535541
0.811,-0.37806597,4.241278,8.99163,-0.046424393,0.0659715,-0.046577103
0.832,-0.41635114,4.202993,8.9724865,-0.035429142,0.052532863,-0.04902049
0.852,-0.4019942,4.1647077,8.929416,-0.03298575,0.05375456,-0.058794048
0.872,-0.4019942,4.193422,8.800203,-0.020768806,0.070858285,-0.08322794
0.892,-0.44506502,4.269992,8.857632,-0.012216945,0.09773556,-0.09910997
0.913,-0.4977071,4.3465624,8.905488,-0.009773556,0.11728267,-0.09910997
0.934,-0.5599205,4.3800616,9.015557,-0.018325418,0.12949961,-0.07834116
