method_key,method,section,kind,file,route,group,seed,has_ground_truth,steps,extinctions,final_x,final_y,trajectory,rmse_m,mean_error_m,max_error_m,excluded_points
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,7.0,False,76.0,0.0,676.0,121.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,42.0,False,76.0,0.0,658.9,122.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,100.0,False,76.0,0.0,680.5,121.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,777.0,False,76.0,0.0,674.2,120.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,2024.0,False,76.0,0.0,667.1,123.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,1.0,False,105.0,6.0,37.7,234.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-1\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,7.0,False,105.0,5.0,35.8,236.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-7\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,42.0,False,105.0,5.0,35.5,236.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-42\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,100.0,False,105.0,6.0,34.8,231.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-100\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,777.0,False,105.0,5.0,37.1,236.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-777\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1438.csv,,h0,2024.0,False,105.0,5.0,34.4,237.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-2024\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,1.0,False,79.0,2.0,607.9,107.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-1\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,7.0,False,79.0,2.0,599.0,109.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-7\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,42.0,False,79.0,2.0,599.3,109.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-42\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,100.0,False,79.0,2.0,598.8,108.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-100\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,777.0,False,79.0,1.0,609.7,105.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1441.csv,,h0,2024.0,False,79.0,2.0,598.2,110.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,1.0,False,76.0,0.0,652.1,114.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,7.0,False,76.0,0.0,660.4,114.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,42.0,False,76.0,0.0,638.2,113.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,100.0,False,76.0,1.0,663.2,114.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,777.0,False,76.0,0.0,670.4,114.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_rooms,提案方式+広い部屋の除外,,variant,pdr_log_0805_1442.csv,,h0,2024.0,False,76.0,0.0,651.2,113.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_rooms\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1438.csv,,h0,1.0,False,105.0,6.0,37.7,234.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-1\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1438.csv,,h0,7.0,False,105.0,5.0,35.8,236.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-7\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1438.csv,,h0,42.0,False,105.0,5.0,35.5,236.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-42\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1438.csv,,h0,100.0,False,105.0,6.0,34.8,231.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-100\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1438.csv,,h0,777.0,False,105.0,5.0,37.1,236.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-777\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1438.csv,,h0,2024.0,False,105.0,5.0,34.4,237.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-2024\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1441.csv,,h0,1.0,False,79.0,2.0,607.9,107.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-1\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1441.csv,,h0,7.0,False,79.0,2.0,599.0,109.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-7\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1441.csv,,h0,42.0,False,79.0,2.0,599.3,109.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-42\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1441.csv,,h0,100.0,False,79.0,2.0,598.8,108.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-100\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1441.csv,,h0,777.0,False,79.0,1.0,609.7,105.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1441.csv,,h0,2024.0,False,79.0,2.0,598.2,110.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1442.csv,,h0,1.0,False,76.0,0.0,647.1,129.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1442.csv,,h0,7.0,False,76.0,0.0,659.9,120.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1442.csv,,h0,42.0,False,76.0,0.0,638.2,117.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1442.csv,,h0,100.0,False,76.0,1.0,672.4,141.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1442.csv,,h0,777.0,False,76.0,0.0,672.1,117.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_centerline,提案方式+中心線,,variant,pdr_log_0805_1442.csv,,h0,2024.0,False,76.0,0.0,652.8,138.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_centerline\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,
